Date,Country,local_price,dollar_ex,dollar_price,dollar_ppp,dollar_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation
2011-07-31,Ireland,3.8,0.69752031527918,5.44787,0.93480934809348,34.018942189422,36.344434533649,0.026929982467183,25.415141141186,29.249753905987,31.959577307959
2012-01-31,Ireland,3.8,0.78823946715012,4.82087,0.90536116763,14.85864453138,16.667050443438,-0.58387999804218,14.177821154295,12.600291982273,17.083519532372
2012-07-31,Ireland,3.49,0.82484431063637,4.2311015,0.80647024841132,-2.2275794338532,-0.75791525992762,-10.632761918802,-7.5162705510663,0.62802469848651,5.4773310993565
2013-01-31,Ireland,3.49,0.73694682928627,4.7357555,0.79910320318649,8.4343091563909,8.4724325498992,-10.027305429385,1.984595238924,31.8400785482,13.19298807458
2013-07-31,Ireland,3.46,0.77775617343963,4.448695,0.75932699341624,-2.3695318215069,-2.3349768104607,-11.561907144201,1.1757512586676,36.122657998059,4.4162227160706
2014-01-31,Ireland,3.46,0.73721847469498,4.693317,0.74824292665345,1.4954117859074,1.5337262770611,-12.850459060078,-7.8367931397824,54.14100020519,0.32611229282444
2014-07-31,Ireland,3.49,0.74274891372971,4.6987615,0.72784150156413,-2.0070594369134,3.0899241615689,-12.933191261069,-10.608381604626,29.599877955616,10.125243014217
2015-01-31,Ireland,3.49,0.86307340439304,4.0436885,0.7286012526096,-15.580615866388,-12.313886801265,-13.48669829714,-14.96079265851,17.208584688097,-7.5418417700148
2015-07-31,Ireland,3.7,0.91270022361155,4.053905,0.77244258872651,-15.36732776618,-14.60531182194,-10.659697126931,-15.728239840592,17.331493046718,-5.8300102268655
2016-01-31,Ireland,3.95,0.93023255813953,4.24625,0.80121703853955,-13.869168356998,-19.348885589893,-12.749961841474,-12.757383487751,7.7756997034601,-10.941358547535
2016-07-31,Ireland,4.0,0.90830646260048,4.4038,0.79365079365079,-12.623015873016,-9.2800391029696,-10.764620967425,4.4888093328286,6.4434897583246,-0.7739881332894
2017-01-31,Ireland,4.0,0.95524669245833,4.1874,0.79051383399209,-17.245059288538,-14.024869313989,-12.404665389591,4.8742666070478,7.3723795489122,-8.071351876596
2017-07-31,Ireland,4.07,0.87569508297211,4.6477365,0.76792452830189,-12.306858490566,-16.913822951753,-18.160606900121,-3.4716799007862,12.861142565493,-8.1218808865756
2018-01-31,Ireland,4.07,0.81682662854809,4.9826975,0.77083333333333,-5.6307291666667,-10.846045612456,-20.44901646008,-8.601705206181,16.222005488537,-11.46257236676
