Date,Country,local_price,dollar_ex,dollar_price,dollar_ppp,dollar_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation
2000-04-30,Philippines,0.0,0.0,0.0,0.0,0.0,,,,,
2001-04-30,Philippines,59.0,50.3,1.17,23.228346456693,-53.820384777946,,,,,
2002-04-30,Philippines,65.0,51.0,1.28,26.104417670683,-48.814867312387,,,,,
2003-04-30,Philippines,65.0,52.5,1.23,23.985239852399,-54.313828852574,,,,,
2004-05-31,Philippines,69.0,55.9,1.23,23.793103448276,-57.436308679292,,,,,
2005-06-30,Philippines,80.0,54.55,1.4665444546288,26.143790849673,-52.073710633046,,,,,
2006-01-31,Philippines,82.0,52.58,1.559528337771,26.031746031746,-50.491163880285,,,,,
2006-05-31,Philippines,85.0,52.625,1.6152019002375,27.41935483871,-47.896712895564,,,,,
2007-01-31,Philippines,85.0,49.05,1.7329255861366,26.39751552795,-46.182435213149,,,,,
2007-06-30,Philippines,85.0,45.8975,1.8519527207364,24.926686217009,-45.690536048785,,,,,
2008-06-30,Philippines,87.0,44.485,1.9557154096887,24.36974789916,-45.218055751018,,,,,
2009-07-31,Philippines,99.39,48.385,2.0541490131239,27.840336134454,-42.460811957314,,,,,
2010-01-31,Philippines,101.52,45.92,2.2108013937282,28.357541899441,-38.24577112491,,,,,
2010-07-31,Philippines,102.0,46.47,2.1949644932214,27.321428571429,-41.206308217283,,,,,
2011-07-31,Philippines,118.0,42.41,2.7823626503183,29.028290282903,-31.553194334113,32.699418035456,-2.6471785082592,22.062307120887,25.794405787186,28.431785080669
2012-01-31,Philippines,118.0,44.005,2.681513464379,28.1138467843,-36.112153654585,14.093551559126,-2.7768494177304,11.659230907632,10.116499645978,14.500833969116
2012-07-31,Philippines,118.0,42.2,2.7962085308057,27.267475447718,-35.38512927081,11.482539957406,0.38973603148542,3.8906134499768,13.039420863296,18.486837612114
2013-01-31,Philippines,118.0,40.6,2.9064039408867,27.018389104873,-33.452243584057,13.370971348505,-5.9642017927398,6.5901478654693,37.7938838128,18.304703842163
2013-07-31,Philippines,115.21,43.44,2.6521639042357,25.283833211412,-41.795964062127,-0.37380829171784,-9.7860205688212,3.2074171688224,38.856077423305,6.5129591130854
2014-01-31,Philippines,135.0,45.23,2.9847446385143,29.194449450351,-35.453350761991,15.97536395236,-0.45475430293495,5.2720298028224,76.065227331428,14.595985134393
2014-07-31,Philippines,160.0,43.205,3.7032750839023,33.368091762252,-22.767985737178,33.709541426124,12.927263887332,15.942585079914,68.09344260617,42.834480310548
2015-01-31,Philippines,163.0,44.41,3.6703445170007,34.029227557411,-23.374853507293,33.444862507933,31.660022661514,29.416676341317,78.373551955753,40.707185695114
2015-07-31,Philippines,163.0,45.2125,3.6051976776334,34.029227557411,-24.734912784271,26.886099276742,32.748801847361,25.217565096275,74.340299059013,39.925127969653
2016-01-31,Philippines,131.0,47.0225,2.7859003668457,26.57200811359,-43.490864769865,0.73647121362843,8.9787911999754,8.9695212666077,34.616164328483,11.237809131586
2016-07-31,Philippines,133.0,47.115,2.822880186777,26.388888888889,-43.990472484583,-0.33835019971589,-1.9692578457535,14.787605955834,16.93494678481,9.0060880533587
2017-01-31,Philippines,133.0,49.615,2.680640935201,26.284584980237,-47.022906418952,-4.5113176428299,-2.7118305509675,16.479096357,19.253637218929,2.1009844374455
2017-07-31,Philippines,134.0,50.5765,2.6494518205095,25.283018867925,-50.010343009254,-11.604109033333,-12.930570087076,2.6970690170377,20.073658543702,-2.2503081992017
2018-01-31,Philippines,134.0,50.725,2.6416954164613,25.378787878788,-49.967889839748,-9.7163072776015,-19.440964755612,-7.4435271076516,17.694743920119,-10.340646516653
2018-07-31,Philippines,140.0,53.487,2.6174584478471,25.40834845735,-52.5,-11.5,-15.8,-3.4,15.1,-8.1
2019-01-31,Philippines,140.0,52.3925,2.6721381877177,25.089605734767,-52.1,-8.1,-10.5,4.7,16.9,-4.4
2019-07-31,Philippines,142.0,51.3175,2.7670872509378,24.738675958188,-51.8,-13.7,-10.6,2.1,15.0,-2.1
2020-01-31,Philippines,142.0,50.58,2.80743376828786,25.04409171075837,-50.486,-10.4,-7.9,-2.3,18.0,-2.1999999999999997
2020-07-31,Philippines,142.0,49.426,2.87298183142476,24.868651488616496,-49.685,-5.0,-6.800000000000001,6.6000000000000005,21.6,1.7000000000000002
2021-01-31,Philippines,142.0,48.0925,2.95264334355669,25.08833922261486,-47.8,-4.6,-15.299999999999999,1.2,17.9,-6.9
2021-07-31,Philippines,142.0,50.35,2.82025819265144,25.132743362831857,-50.083999999999996,-11.184,-18.658,-12.083,17.459,-10.847999999999999
2022-01-31,Philippines,142.0,50.975,2.78567925453654,24.440619621342535,-52.054,-17.256,-20.06,-16.245,18.881999999999998,-21.013
